Month,Day,Hour,Beam Irradiance (W/m2),Diffuse Irradiance (W/m2),Ambient Temperature (C),Wind Speed (m/s),Albedo,Plane of Array Irradiance (kW/m2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
7,28,16,280,96,16.7,3.1,0.2,258.08,21.868,224.272,212.362
7,28,17,0,28,15.2,2.9,0.2,25.199,15.704,18.037,13.434
7,28,18,0,0,13.7,2.8,0.2,0,13.7,0,0
7,28,19,0,0,12.2,2.6,0.2,0,12.2,0,0
7,28,20,0,0,11.2,2.2,0.2,0,11.2,0,0
7,28,21,0,0,10.2,1.7,0.2,0,10.2,0,0
7,28,22,0,0,9.2,1.3,0.2,0,9.2,0,0
7,28,23,0,0,8.2,0.9,0.2,0,8.2,0,0
7,29,0,0,0,7.2,0.4,0.2,0,7.2,0,0
7,29,1,0,0,6.2,0,0.2,0,6.2,0,0
7,29,2,0,0,5.7,0,0.2,0,5.7,0,0
7,29,3,0,0,5.3,0,0.2,0,5.3,0,0
7,29,4,0,0,4.8,0,0.2,0,4.8,0,0
7,29,5,0,0,4.8,0,0.2,0,4.8,0,0
7,29,6,0,0,4.8,0,0.2,0,4.8,0,0
7,29,7,0,2,4.8,0,0.2,0,4.8,0,0
7,29,8,67,52,8.8,0,0.2,82.737,12.151,68.008,61.634
7,29,9,295,126,12.7,0,0.2,314.969,25.647,271.128,257.557
7,29,10,541,128,16.7,0,0.2,563.122,39.833,461.869,441.539
7,29,11,667,121,19.3,0,0.2,737.345,49.545,578.638,554.171
7,29,12,724,112,22,0,0.2,813.442,55.345,621.084,595.113
7,29,13,721,111,24.6,0,0.2,803.206,57.529,607.822,582.321
7,29,14,658,116,23.3,0.5,0.2,706.675,48.102,558.757,534.995
7,29,15,522,117,22.1,1,0.2,515.028,37.908,426.2,407.135
7,29,16,303,93,20.8,1.5,0.2,276.229,28.325,234.516,222.243
7,29,17,0,29,17.1,1,0.2,26.183,17.878,18.78,14.151
7,29,18,0,0,13.5,0.5,0.2,0,13.5,0,0
7,29,19,0,0,9.8,0,0.2,0,9.8,0,0
7,29,20,0,0,9.7,0,0.2,0,9.7,0,0
7,29,21,0,0,9.6,0,0.2,0,9.6,0,0
7,29,22,0,0,9.5,0,0.2,0,9.5,0,0
7,29,23,0,0,9.3,0,0.2,0,9.3,0,0
7,30,0,0,0,9.2,0,0.2,0,9.2,0,0
7,30,1,0,0,9.1,0,0.2,0,9.1,0,0
7,30,2,0,0,9.8,0,0.2,0,9.8,0,0
7,30,3,0,0,10.5,0,0.2,0,10.5,0,0
7,30,4,0,0,11.2,0,0.2,0,11.2,0,0
7,30,5,0,0,12.6,0,0.2,0,12.6,0,0
7,30,6,0,0,14.1,0,0.2,0,14.1,0,0
7,30,7,0,2,15.5,0,0.2,0,15.5,0,0
7,30,8,71,53,17.7,1.5,0.2,85.198,19.988,67.956,61.584
7,30,9,305,127,20,3.1,0.2,321.983,26.448,276.485,262.724
7,30,10,556,127,22.2,4.6,0.2,579.824,31.495,491.618,470.234
7,30,11,683,117,23.6,4.4,0.2,747.526,35.893,620.083,594.148
7,30,12,734,110,25.1,4.3,0.2,821.499,38.786,671.594,643.833
7,30,13,725,111,26.5,4.1,0.2,807.874,40.343,656.712,629.478
7,30,14,662,115,25.5,3.4,0.2,709.686,39.016,582.282,557.685
7,30,15,526,117,24.6,2.8,0.2,524.077,35.642,437.61,418.141
7,30,16,306,94,23.6,2.1,0.2,278.991,30.296,235.087,222.794
7,30,17,1,31,22,2.3,0.2,28.643,22.642,20.341,15.657
7,30,18,0,0,20.3,2.4,0.2,0,20.3,0,0
7,30,19,0,0,18.7,2.6,0.2,0,18.7,0,0
7,30,20,0,0,17,2.2,0.2,0,17,0,0
7,30,21,0,0,15.3,1.7,0.2,0,15.3,0,0
7,30,22,0,0,13.6,1.3,0.2,0,13.6,0,0
7,30,23,0,0,11.9,0.9,0.2,0,11.9,0,0
7,31,0,0,0,10.2,0.4,0.2,0,10.2,0,0
7,31,1,0,0,8.5,0,0.2,0,8.5,0,0
7,31,2,0,0,8.3,0,0.2,0,8.3,0,0
7,31,3,0,0,8.1,0,0.2,0,8.1,0,0
7,31,4,0,0,7.9,0,0.2,0,7.9,0,0
7,31,5,0,0,7.7,0,0.2,0,7.7,0,0
7,31,6,0,0,7.5,0,0.2,0,7.5,0,0
7,31,7,0,2,7.3,0,0.2,0,7.3,0,0
7,31,8,69,54,10.5,0,0.2,85.412,13.963,70.003,63.559
7,31,9,358,107,13.6,0,0.2,340.403,27.599,291.811,277.507
7,31,10,556,120,16.8,0,0.2,573.184,40.345,469.133,448.546
7,31,11,659,119,20,1.2,0.2,729.906,41.276,592.39,567.436
7,31,12,670,133,23.1,2.4,0.2,794.429,41.037,642.968,616.222
7,31,13,646,139,26.3,3.6,0.2,773.138,40.555,627.142,600.956
7,31,14,507,182,26.1,4.1,0.2,646.942,37.187,532.891,510.045
7,31,15,467,131,25.9,4.6,0.2,492.475,33.797,413.448,394.834
7,31,16,272,98,25.7,5.1,0.2,256.115,29.553,215.838,204.226
7,31,17,4,32,23.2,3.4,0.2,30.547,23.766,21.761,17.027
7,31,18,0,0,19.9,1.7,0.2,0,19.9,0,0
7,31,19,0,0,18.8,0,0.2,0,18.8,0,0
7,31,20,0,0,17.5,0.4,0.2,0,17.5,0,0
7,31,21,0,0,16.3,0.7,0.2,0,16.3,0,0
7,31,22,0,0,15.1,1,0.2,0,15.1,0,0
7,31,23,0,0,14.1,1.4,0.2,0,14.1,0,0
8,1,0,0,0,13.4,5,0.2,0,13.4,0,0
8,1,1,0,0,12.8,5.7,0.2,0,12.8,0,0
8,1,2,0,0,12.6,6.4,0.2,0,12.6,0,0
8,1,3,0,0,12.4,7,0.2,0,12.4,0,0
8,1,4,0,0,12.3,7.7,0.2,0,12.3,0,0
8,1,5,0,0,12.1,7.7,0.2,0,12.1,0,0
8,1,6,0,0,13.1,7.7,0.2,0,13.1,0,0
8,1,7,0,1,13.4,7.7,0.2,0,13.4,0,0
8,1,8,0,43,13.8,8.4,0.2,38.298,14.204,30.739,25.686
8,1,9,32,132,14.1,9.1,0.2,150.513,15.608,130.409,121.824
8,1,10,65,207,14.5,9.8,0.2,257.498,16.934,224.345,212.432
8,1,11,27,247,14.8,10.5,0.2,256.387,17.092,221.062,209.265
8,1,12,12,227,15.2,11.1,0.2,221.195,17.09,189.071,178.408
8,1,13,1,165,15.5,11.8,0.2,149.348,16.716,126.152,117.718
8,1,14,0,144,14.8,9.8,0.2,128.935,16.016,109.118,101.288
8,1,15,0,106,14.2,7.7,0.2,93.877,15.262,79.382,72.606
8,1,16,0,57,13.5,5.7,0.2,49.33,14.188,41.027,35.61
8,1,17,0,15,13.3,5.7,0.2,12.927,13.477,9.416,5.119
8,1,18,0,0,13.2,5.7,0.2,0,13.2,0,0
8,1,19,0,0,13,5.7,0.2,0,13,0,0
8,1,20,0,0,12.9,4.8,0.2,0,12.9,0,0
8,1,21,0,0,12.7,4,0.2,0,12.7,0,0
8,1,22,0,0,12.6,3.1,0.2,0,12.6,0,0
8,1,23,0,0,12.6,3.1,0.2,0,12.6,0,0
8,2,0,0,0,12.6,3.1,0.2,0,12.6,0,0
8,2,1,0,0,12.6,3.1,0.2,0,12.6,0,0
8,2,2,0,0,12.6,3.3,0.2,0,12.6,0,0
8,2,3,0,0,12.6,3.4,0.2,0,12.6,0,0
8,2,4,0,0,12.6,3.6,0.2,0,12.6,0,0
8,2,5,0,0,12.6,2.4,0.2,0,12.6,0,0
8,2,6,0,0,12.6,1.2,0.2,0,12.6,0,0
8,2,7,0,1,12.6,0,0.2,0,12.6,0,0
8,2,8,0,30,13.4,2.2,0.2,25.91,14.004,20.484,15.795
8,2,9,8,121,14.2,4.5,0.2,116.644,16.09,99.732,92.234
8,2,10,87,199,15,6.7,0.2,264.638,18.308,229.797,217.691
8,2,11,148,263,15.6,7.9,0.2,409.602,20.146,354.736,338.203
8,2,12,207,294,16.2,9.1,0.2,506.885,21.263,437.701,418.228
8,2,13,312,256,16.8,10.3,0.2,574.17,22.02,496.668,475.106
8,2,14,382,200,16.7,10.6,0.2,561.846,21.703,489.549,468.239
8,2,15,320,174,16.5,11,0.2,423.613,20.171,372.569,355.404
8,2,16,262,100,16.4,11.3,0.2,253.012,18.549,222.601,210.75
8,2,17,0,31,15.7,12,0.2,27.673,15.919,20.765,16.065
8,2,18,0,0,15.1,12.7,0.2,0,15.1,0,0
8,2,19,0,0,14.4,13.4,0.2,0,14.4,0,0
8,2,20,0,0,14.2,13.6,0.2,0,14.2,0,0
8,2,21,0,0,14.1,13.7,0.2,0,14.1,0,0
8,2,22,0,0,13.9,13.9,0.2,0,13.9,0,0
8,2,23,0,0,13.7,13,0.2,0,13.7,0,0
8,3,0,0,0,13.6,12.2,0.2,0,13.6,0,0
8,3,1,0,0,13.4,11.3,0.2,0,13.4,0,0
8,3,2,0,0,13.5,11.8,0.2,0,13.5,0,0
8,3,3,0,0,13.5,12.4,0.2,0,13.5,0,0
8,3,4,0,0,13.6,12.9,0.2,0,13.6,0,0
8,3,5,0,0,13,8.5,0.2,0,13,0,0
8,3,6,0,0,12.4,4.1,0.2,0,12.4,0,0
8,3,7,0,1,11.8,5.7,0.2,0,11.8,0,0
8,3,8,0,23,11.5,6,0.2,19.839,11.766,15.675,11.156
8,3,9,0,73,11.1,6.4,0.2,63.702,11.922,54.055,48.176
8,3,10,0,120,10.8,6.7,0.2,106.727,12.132,91.576,84.367
8,3,11,107,252,11.4,6.9,0.2,346.769,15.638,304.027,289.291
8,3,12,306,268,12,7,0.2,585.152,19.083,511.21,489.132
8,3,13,498,209,12.6,7.2,0.2,709.57,21.03,618.363,592.488
8,3,14,291,232,11.8,6.7,0.2,506.304,18.128,445.56,425.809
8,3,15,87,182,11.1,6.2,0.2,243.455,14.311,214.663,203.093
8,3,16,0,59,10.3,5.7,0.2,51.069,11.012,43.117,37.626
8,3,17,0,27,9.6,4.5,0.2,23.336,9.971,17.94,13.34
8,3,18,0,0,8.8,3.3,0.2,0,8.8,0,0
8,3,19,0,0,8.1,2.1,0.2,0,8.1,0,0
8,3,20,0,0,8.4,3.1,0.2,0,8.4,0,0
8,3,21,0,0,8.8,4.1,0.2,0,8.8,0,0
8,3,22,0,0,9.1,5.1,0.2,0,9.1,0,0
8,3,23,0,0,8.9,4.4,0.2,0,8.9,0,0
8,4,0,0,0,8.8,3.8,0.2,0,8.8,0,0
8,4,1,0,0,8.6,3.1,0.2,0,8.6,0,0
8,4,2,0,0,8.1,2.1,0.2,0,8.1,0,0
8,4,3,0,0,7.5,1,0.2,0,7.5,0,0
8,4,4,0,0,7,0,0.2,0,7,0,0
8,4,5,0,0,7.1,0,0.2,0,7.1,0,0
8,4,6,0,0,7.3,0,0.2,0,7.3,0,0
8,4,7,0,3,7.4,0,0.2,0,7.4,0,0
8,4,8,106,60,9.1,0,0.2,105.461,13.381,87.723,80.651
8,4,9,425,103,10.9,0,0.2,376.736,26.397,325.507,310.01
8,4,10,599,122,12.6,0,0.2,611.382,37.708,505.607,483.728
8,4,11,698,119,12.6,0.7,0.2,768.392,38.067,631.025,604.701
8,4,12,692,131,12.6,1.4,0.2,817.077,35.293,675.787,647.877
8,4,13,531,193,12.6,2.1,0.2,723.063,29.883,609.778,584.208
8,4,14,603,141,12.4,3.1,0.2,692.766,26.24,595.88,570.802
8,4,15,473,150,12.3,4.1,0.2,519.178,21.213,457.11,436.95
8,4,16,369,91,12.1,5.1,0.2,309.6,16.761,276.265,262.513
8,4,17,51,35,10.9,4.3,0.2,54.422,11.785,42.167,36.709
8,4,18,0,0,9.7,3.4,0.2,0,9.7,0,0
8,4,19,0,0,8.5,2.6,0.2,0,8.5,0,0
8,4,20,0,0,8.4,3.3,0.2,0,8.4,0,0
8,4,21,0,0,8.2,3.9,0.2,0,8.2,0,0
8,4,22,0,0,8.1,4.6,0.2,0,8.1,0,0
8,4,23,0,0,8.3,4.8,0.2,0,8.3,0,0
8,5,0,0,0,8.5,4.9,0.2,0,8.5,0,0
8,5,1,0,0,8.7,5.1,0.2,0,8.7,0,0
8,5,2,0,0,8.9,5.1,0.2,0,8.9,0,0
8,5,3,0,0,9,5.1,0.2,0,9,0,0
8,5,4,0,0,9.2,5.1,0.2,0,9.2,0,0
8,5,5,0,0,9.2,4.9,0.2,0,9.2,0,0
8,5,6,0,0,9.3,4.8,0.2,0,9.3,0,0
8,5,7,0,2,9.3,4.6,0.2,0,9.3,0,0
8,5,8,65,60,10.9,4.3,0.2,89.626,12.381,74.777,68.164
8,5,9,322,135,12.4,3.9,0.2,341.758,18.443,302.968,288.269
8,5,10,595,125,14,3.6,0.2,612.392,25.315,531.241,508.453
8,5,11,701,114,14.3,4.1,0.2,766.275,27.433,655.701,628.503
8,5,12,580,181,14.5,4.6,0.2,767.824,26.769,655.003,627.83
8,5,13,307,268,14.8,5.1,0.2,583.515,23.533,501.412,479.681
8,5,14,274,246,14.3,4.6,0.2,507.68,22.41,439.197,419.671
8,5,15,270,174,13.7,4.1,0.2,387.788,20.35,339.758,323.756
8,5,16,109,129,13.2,3.6,0.2,196.301,16.825,171.515,161.474
8,5,17,0,36,12.5,2.9,0.2,32.75,13.166,25.409,20.545
8,5,18,0,0,11.7,2.2,0.2,0,11.7,0,0
8,5,19,0,0,11,1.5,0.2,0,11,0,0
8,5,20,0,0,10.2,1.7,0.2,0,10.2,0,0
8,5,21,0,0,9.5,1.9,0.2,0,9.5,0,0
8,5,22,0,0,8.7,2.1,0.2,0,8.7,0,0
8,5,23,0,0,8.3,2.3,0.2,0,8.3,0,0
8,6,0,0,0,7.8,2.4,0.2,0,7.8,0,0
8,6,1,0,0,7.4,2.6,0.2,0,7.4,0,0
8,6,2,0,0,7.2,2.8,0.2,0,7.2,0,0
8,6,3,0,0,7,2.9,0.2,0,7,0,0
8,6,4,0,0,6.8,3.1,0.2,0,6.8,0,0
8,6,5,0,0,7.6,3.4,0.2,0,7.6,0,0
8,6,6,0,0,8.3,3.8,0.2,0,8.3,0,0
8,6,7,0,2,9.1,4.1,0.2,0,9.1,0,0
8,6,8,6,55,10.9,5.5,0.2,52.521,11.646,43.414,37.912
8,6,9,138,140,12.7,6.8,0.2,229.44,15.546,202.583,191.441
8,6,10,263,202,14.5,8.2,0.2,425.384,19.106,373.759,356.552
8,6,11,258,243,14.5,8.6,0.2,497.825,19.693,434.117,414.771
8,6,12,139,310,14.5,8.9,0.2,461.115,19.179,399.451,381.333
8,6,13,87,294,14.5,9.3,0.2,378.185,18.211,327.321,311.759
8,6,14,143,261,14.3,10,0.2,398.928,18.009,348.22,331.917
8,6,15,143,212,14.1,10.6,0.2,328.151,17.023,288.757,274.562
8,6,16,111,130,13.9,11.3,0.2,198.202,15.581,174.082,163.95
8,6,17,0,30,13.5,11.3,0.2,26.103,13.718,20.067,15.393
8,6,18,0,0,13,11.3,0.2,0,13,0,0
8,6,19,0,0,12.6,11.3,0.2,0,12.6,0,0
8,6,20,0,0,12.6,8.6,0.2,0,12.6,0,0
8,6,21,0,0,12.5,5.8,0.2,0,12.5,0,0
8,6,22,0,0,12.5,3.1,0.2,0,12.5,0,0
8,6,23,0,0,11.7,2.1,0.2,0,11.7,0,0
8,7,0,0,0,10.9,1,0.2,0,10.9,0,0
8,7,1,0,0,10.1,0,0.2,0,10.1,0,0
8,7,2,0,0,10.1,1.2,0.2,0,10.1,0,0
8,7,3,0,0,10,2.4,0.2,0,10,0,0
8,7,4,0,0,10,3.6,0.2,0,10,0,0
8,7,5,0,0,9.8,3.1,0.2,0,9.8,0,0
8,7,6,0,0,9.6,2.6,0.2,0,9.6,0,0
8,7,7,0,4,9.4,2.1,0.2,0,9.4,0,0
8,7,8,122,64,10.8,2.4,0.2,115.654,13.389,96.892,89.496
8,7,9,408,114,12.1,2.8,0.2,380.014,20.111,336.074,320.202
8,7,10,612,117,13.5,3.1,0.2,618.542,25.874,535.39,512.455
8,7,11,715,112,14.1,3.6,0.2,778.413,28.459,663.176,635.713
8,7,12,745,114,14.6,4.1,0.2,845.803,29.083,716.294,686.949
8,7,13,733,117,15.2,4.6,0.2,830.727,28.483,705.525,676.562
8,7,14,684,119,14.5,5.8,0.2,739.589,24.713,639.973,613.333
8,7,15,582,112,13.8,7,0.2,563.152,20.65,497.959,476.35
8,7,16,382,93,13.1,8.2,0.2,318.903,16.565,285.033,270.97
8,7,17,66,38,12.1,6.8,0.2,62.089,12.852,48.509,42.827
8,7,18,0,0,11.2,5.5,0.2,0,11.2,0,0
8,7,19,0,0,10.2,4.1,0.2,0,10.2,0,0
8,7,20,0,0,9.7,2.7,0.2,0,9.7,0,0
8,7,21,0,0,9.2,1.4,0.2,0,9.2,0,0
8,7,22,0,0,8.7,0,0.2,0,8.7,0,0
8,7,23,0,0,8,0.5,0.2,0,8,0,0
8,8,0,0,0,7.3,1,0.2,0,7.3,0,0
8,8,1,0,0,6.6,1.5,0.2,0,6.6,0,0
8,8,2,0,0,6.1,1,0.2,0,6.1,0,0
8,8,3,0,0,5.5,0.5,0.2,0,5.5,0,0
8,8,4,0,0,5,0,0.2,0,5,0,0
8,8,5,0,0,4.9,0.5,0.2,0,4.9,0,0
8,8,6,0,0,4.9,1,0.2,0,4.9,0,0
8,8,7,0,5,4.8,1.5,0.2,0,4.8,0,0
8,8,8,131,65,7.8,1.7,0.2,125.93,11.046,106.987,99.233
8,8,9,423,113,10.9,1.9,0.2,388.293,20.608,342.935,326.82
8,8,10,598,128,13.9,2.1,0.2,620.543,28.774,530.853,508.079
8,8,11,710,121,15.2,2.3,0.2,785.536,33.282,656.574,629.345
8,8,12,761,111,16.4,2.4,0.2,858.646,35.782,708.43,679.364
8,8,13,757,110,17.7,2.6,0.2,846.317,36.117,697.812,669.122
8,8,14,702,114,16.7,2.4,0.2,749.994,33.649,627.188,601
8,8,15,592,111,15.7,2.2,0.2,569.723,29.1,487.916,466.663
8,8,16,385,94,14.7,2.1,0.2,321.635,22.424,281.195,267.268
8,8,17,70,39,13.7,1.9,0.2,64.315,15.269,49.924,44.191
8,8,18,0,0,12.7,1.7,0.2,0,12.7,0,0
8,8,19,0,0,11.7,1.5,0.2,0,11.7,0,0
8,8,20,0,0,10.5,1,0.2,0,10.5,0,0
8,8,21,0,0,9.4,0.5,0.2,0,9.4,0,0
8,8,22,0,0,8.2,0,0.2,0,8.2,0,0
8,8,23,0,0,7.7,0.7,0.2,0,7.7,0,0
8,9,0,0,0,7.2,1.4,0.2,0,7.2,0,0
8,9,1,0,0,6.7,2.1,0.2,0,6.7,0,0
8,9,2,0,0,6.3,1.9,0.2,0,6.3,0,0
8,9,3,0,0,6,1.7,0.2,0,6,0,0
8,9,4,0,0,5.6,1.5,0.2,0,5.6,0,0
8,9,5,0,0,6,1.5,0.2,0,6,0,0
8,9,6,0,0,6.3,1.5,0.2,0,6.3,0,0
8,9,7,0,5,6.7,1.5,0.2,0,6.7,0,0
8,9,8,128,67,10.9,1.7,0.2,126.949,14.174,106.749,99.003
8,9,9,398,118,15.1,1.9,0.2,379.244,24.58,329.528,313.888
8,9,10,550,141,19.3,2.1,0.2,592.324,33.494,496.939,475.367
8,9,11,650,142,19.8,3.3,0.2,757.055,34.43,629.325,603.062
8,9,12,698,136,20.4,4.5,0.2,833.54,33.901,692.093,663.606
8,9,13,697,134,20.9,5.7,0.2,823.233,32.384,688.026,659.682
8,9,14,694,118,19.5,5.7,0.2,748.466,29.954,634.651,608.199
8,9,15,600,110,18.2,5.7,0.2,574.841,26.244,497.682,476.084
8,9,16,392,94,16.8,5.7,0.2,325.404,21.359,285.769,271.68
8,9,17,76,40,15.6,5.2,0.2,67.166,16.575,52.021,46.214
8,9,18,0,0,14.5,4.6,0.2,0,14.5,0,0
8,9,19,0,0,13.3,4.1,0.2,0,13.3,0,0
8,9,20,0,0,13.3,4.6,0.2,0,13.3,0,0
8,9,21,0,0,13.3,5.2,0.2,0,13.3,0,0
8,9,22,0,0,13.3,5.7,0.2,0,13.3,0,0
8,9,23,0,0,13.3,4.7,0.2,0,13.3,0,0
8,10,0,0,0,13.2,3.6,0.2,0,13.2,0,0
8,10,1,0,0,13.2,2.6,0.2,0,13.2,0,0
8,10,2,0,0,13.2,2.9,0.2,0,13.2,0,0
8,10,3,0,0,13.2,3.3,0.2,0,13.2,0,0
8,10,4,0,0,13.2,3.6,0.2,0,13.2,0,0
8,10,5,0,0,13.2,4.1,0.2,0,13.2,0,0
8,10,6,0,0,13.3,4.6,0.2,0,13.3,0,0
8,10,7,0,3,13.3,5.1,0.2,2.687,13.334,1.209,0
8,10,8,10,62,13.9,6.1,0.2,60.696,14.706,50.029,44.292
8,10,9,145,148,14.5,7.2,0.2,242.049,17.383,212.431,200.94
8,10,10,270,209,15.1,8.2,0.2,438.995,19.852,384.411,366.826
8,10,11,262,251,15.1,7.7,0.2,510.731,20.877,443.023,423.362
8,10,12,141,320,15,7.2,0.2,473.341,20.606,407.55,389.145
8,10,13,88,304,15,6.7,0.2,389.081,19.846,334.494,318.678
8,10,14,63,278,14.5,6.9,0.2,334.87,18.59,289.307,275.092
8,10,15,50,211,14,7,0.2,247.504,16.998,215.183,203.595
8,10,16,27,122,13.5,7.2,0.2,134.722,15.103,116.483,108.392
8,10,17,0,26,13.2,5.5,0.2,22.453,13.517,17.353,12.775
8,10,18,0,0,12.9,3.8,0.2,0,12.9,0,0
8,10,19,0,0,12.6,2.1,0.2,0,12.6,0,0
8,10,20,0,0,12.5,2.1,0.2,0,12.5,0,0
8,10,21,0,0,12.4,2.1,0.2,0,12.4,0,0
8,10,22,0,0,12.3,2.1,0.2,0,12.3,0,0
8,10,23,0,0,11.6,1.4,0.2,0,11.6,0,0
8,11,0,0,0,10.9,0.7,0.2,0,10.9,0,0
8,11,1,0,0,10.2,0,0.2,0,10.2,0,0
8,11,2,0,0,10,0,0.2,0,10,0,0
8,11,3,0,0,9.9,0,0.2,0,9.9,0,0
8,11,4,0,0,9.7,0,0.2,0,9.7,0,0
8,11,5,0,0,9.7,0.7,0.2,0,9.7,0,0
8,11,6,0,0,9.7,1.4,0.2,0,9.7,0,0
8,11,7,0,5,9.7,2.1,0.2,4.478,9.79,2.109,0
8,11,8,83,70,11.1,3.3,0.2,106.756,13.15,90.042,82.888
8,11,9,244,141,12.5,4.5,0.2,302.686,17.418,267.944,254.486
8,11,10,254,220,13.9,5.7,0.2,439.007,20.026,383.807,366.243
8,11,11,563,188,14.3,6.7,0.2,724.751,23.361,627.136,600.951
8,11,12,695,157,14.6,7.7,0.2,856.215,24.295,736.364,706.308
8,11,13,767,111,15,8.7,0.2,859.901,23.905,742.13,711.87
8,11,14,732,104,14.4,8.7,0.2,762.946,22.31,665.842,638.285
8,11,15,613,109,13.8,8.7,0.2,583.977,19.865,517.702,495.394
8,11,16,406,95,13.2,8.7,0.2,334.036,16.674,298.825,284.273
8,11,17,89,41,12.1,7.3,0.2,76.841,12.987,60.999,54.874
8,11,18,0,1,11.1,6,0.2,0,11.1,0,0
8,11,19,0,0,10,4.6,0.2,0,10,0,0
8,11,20,0,0,9.7,4.3,0.2,0,9.7,0,0
8,11,21,0,0,9.3,3.9,0.2,0,9.3,0,0
8,11,22,0,0,9,3.6,0.2,0,9,0,0
8,11,23,0,0,8.5,3.3,0.2,0,8.5,0,0
8,12,0,0,0,8,2.9,0.2,0,8,0,0
8,12,1,0,0,7.5,2.6,0.2,0,7.5,0,0
8,12,2,0,0,7.3,1.7,0.2,0,7.3,0,0
8,12,3,0,0,7.1,0.9,0.2,0,7.1,0,0
8,12,4,0,0,6.9,0,0.2,0,6.9,0,0
8,12,5,0,0,6.9,0,0.2,0,6.9,0,0
8,12,6,0,0,6.8,0,0.2,0,6.8,0,0
8,12,7,0,6,6.8,0,0.2,5.373,6.986,2.591,0
8,12,8,152,72,9.1,2.4,0.2,141.559,12.275,120.784,112.54
8,12,9,445,116,11.5,4.8,0.2,406.753,17.859,363.116,346.285
8,12,10,623,128,13.8,7.2,0.2,643.647,21.467,565.523,541.521
8,12,11,732,119,14.2,7,0.2,807.301,23.995,698.19,669.487
8,12,12,783,109,14.7,6.9,0.2,881.946,25.502,755.882,725.135
8,12,13,780,108,15.1,6.7,0.2,869.743,25.975,744.658,714.308
8,12,14,740,103,14.8,7.2,0.2,769.507,23.958,667.317,639.708
8,12,15,618,108,14.4,7.7,0.2,586.89,21.068,517.905,495.59
8,12,16,408,95,14.1,8.2,0.2,335.087,17.741,298.592,284.048
8,12,17,94,42,13.3,7.2,0.2,79.34,14.226,62.828,56.638
8,12,18,0,1,12.5,6.1,0.2,0,12.5,0,0
8,12,19,0,0,11.7,5.1,0.2,0,11.7,0,0
8,12,20,0,0,11.9,4.9,0.2,0,11.9,0,0
8,12,21,0,0,12,4.8,0.2,0,12,0,0
8,12,22,0,0,12.2,4.6,0.2,0,12.2,0,0
8,12,23,0,0,11.3,3.6,0.2,0,11.3,0,0
8,13,0,0,0,10.5,2.5,0.2,0,10.5,0,0
8,13,1,0,0,9.6,1.5,0.2,0,9.6,0,0
8,13,2,0,0,8.5,1.5,0.2,0,8.5,0,0
8,13,3,0,0,7.3,1.5,0.2,0,7.3,0,0
8,13,4,0,0,6.2,1.5,0.2,0,6.2,0,0
8,13,5,0,0,6.5,1.5,0.2,0,6.5,0,0
8,13,6,0,0,6.7,1.5,0.2,0,6.7,0,0
8,13,7,0,7,7,1.5,0.2,6.269,7.143,3.043,0
8,13,8,155,73,10.4,1,0.2,143.729,14.771,121.654,113.38
8,13,9,445,118,13.8,0.5,0.2,409.468,28.2,351.357,334.943
8,13,10,622,129,17.2,0,0.2,644.94,43.669,519.501,497.13
8,13,11,727,122,17.9,1.4,0.2,807.455,40.332,655.405,628.218
8,13,12,774,114,18.6,2.7,0.2,880.225,37.406,720.446,690.954
8,13,13,767,114,19.3,4.1,0.2,865.298,34.113,717.935,688.532
8,13,14,729,108,18.5,3.9,0.2,766.287,32.017,644.265,617.473
8,13,15,609,112,17.7,3.8,0.2,585.066,28.192,502.387,480.622
8,13,16,405,97,16.9,3.6,0.2,335.611,23.111,292.961,278.616
8,13,17,98,43,15.5,3.3,0.2,81.514,17.046,63.958,57.728
8,13,18,0,1,14,2.9,0.2,0,14,0,0
8,13,19,0,0,12.6,2.6,0.2,0,12.6,0,0
8,13,20,0,0,11.6,1.7,0.2,0,11.6,0,0
8,13,21,0,0,10.6,0.9,0.2,0,10.6,0,0
8,13,22,0,0,9.6,0,0.2,0,9.6,0,0
8,13,23,0,0,9.4,0.9,0.2,0,9.4,0,0
8,14,0,0,0,9.1,1.7,0.2,0,9.1,0,0
8,14,1,0,0,8.9,2.6,0.2,0,8.9,0,0
8,14,2,0,0,8.4,1.7,0.2,0,8.4,0,0
8,14,3,0,0,7.9,0.9,0.2,0,7.9,0,0
8,14,4,0,0,7.4,0,0.2,0,7.4,0,0
8,14,5,0,0,8,0.7,0.2,0,8,0,0
8,14,6,0,0,8.7,1.4,0.2,0,8.7,0,0
8,14,7,0,7,9.3,2.1,0.2,6.269,9.426,3.008,0
8,14,8,190,69,13.7,2.3,0.2,152.677,17.191,128.204,119.698
8,14,9,447,120,18.2,2.4,0.2,413.397,27.566,355.587,339.023
8,14,10,619,132,22.6,2.6,0.2,646.799,36.698,535.669,512.724
8,14,11,727,124,23.9,2.8,0.2,810.906,40.933,656.381,629.159
8,14,12,779,113,25.3,2.9,0.2,885.05,43.56,706.575,677.574
8,14,13,777,111,26.6,3.1,0.2,872.358,44.005,695.718,667.103
8,14,14,735,107,24.8,3.1,0.2,771.109,40.202,627.625,601.422
8,14,15,613,112,23.1,3.1,0.2,588.304,34.872,492.118,470.717
8,14,16,406,98,21.3,3.1,0.2,337.177,28.057,288.711,274.517
